filename,RA,Dec
10.452 -8.770_[0.01643319 0.01643319] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4520000000,-8.7700000000
10.455 -9.605_[0.00970338 0.00970338] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4550000000,-9.6050000000
10.460 -9.304_[0.01570351 0.01570351] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4600000000,-9.3040000000
10.461 -20.082_[0.01359537 0.01359537] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.4610000000,-20.0820000000
10.462 -20.697_[0.02128154 0.02128154] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.4620000000,-20.6970000000
10.462 -8.850_[0.00948436 0.00948436] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4620000000,-8.8500000000
10.462 -9.167_[0.01130102 0.01130102] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4620000000,-9.1670000000
10.465 -19.953_[0.01787819 0.01787819] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.4650000000,-19.9530000000
10.467 -9.430_[0.05250886 0.05250886] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4670000000,-9.4300000000
10.468 -9.262_[0.00947671 0.00947671] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4680000000,-9.2620000000
10.473 -9.492_[0.01285951 0.01285951] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4730000000,-9.4920000000
10.475 -9.500_[0.00920868 0.00920868] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4750000000,-9.5000000000
10.479 -20.741_[0.00920126 0.00920126] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.4790000000,-20.7410000000
10.490 -19.843_[0.01875005 0.01875005] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.4900000000,-19.8430000000
10.493 -9.282_[0.01266831 0.01266831] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4930000000,-9.2820000000
10.498 -9.641_[0.01206685 0.01206685] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.4980000000,-9.6410000000
10.499 -20.829_[0.01184981 0.01184981] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.4990000000,-20.8290000000
10.507 -9.296_[0.00990988 0.00990988] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5070000000,-9.2960000000
10.513 -8.626_[0.00937319 0.00937319] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5130000000,-8.6260000000
10.523 -9.475_[0.0122109 0.0122109] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5230000000,-9.4750000000
10.525 -9.561_[0.01778003 0.01778003] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5250000000,-9.5610000000
10.528 -20.380_[0.00947707 0.00947707] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5280000000,-20.3800000000
10.530 -9.607_[0.00961642 0.00961642] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5300000000,-9.6070000000
10.534 -20.978_[0.01506987 0.01506987] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5340000000,-20.9780000000
10.535 -8.827_[0.01151351 0.01151351] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5350000000,-8.8270000000
10.536 -19.879_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5360000000,-19.8790000000
10.538 -8.851_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5380000000,-8.8510000000
10.538 -9.161_[0.06439921 0.06439921] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5380000000,-9.1610000000
10.538 -9.673_[0.02157042 0.02157042] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5380000000,-9.6730000000
10.539 -19.704_[0.01242734 0.01242734] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5390000000,-19.7040000000
10.540 -21.596_[0.01090102 0.01090102] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5400000000,-21.5960000000
10.545 -10.091_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5450000000,-10.0910000000
10.548 -21.350_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5480000000,-21.3500000000
10.560 -9.546_[0.01245166 0.01245166] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5600000000,-9.5460000000
10.562 -9.460_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5620000000,-9.4600000000
10.574 -19.765_[0.00945876 0.00945876] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5740000000,-19.7650000000
10.576 -10.066_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5760000000,-10.0660000000
10.584 -9.590_[0.01798206 0.01798206] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5840000000,-9.5900000000
10.591 -20.619_[0.01393751 0.01393751] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5910000000,-20.6190000000
10.592 -20.809_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.5920000000,-20.8090000000
10.592 -9.488_[0.01558497 0.01558497] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5920000000,-9.4880000000
10.598 -8.725_[0.0183155 0.0183155] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.5980000000,-8.7250000000
10.607 -8.964_[0.01303286 0.01303286] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6070000000,-8.9640000000
10.608 -8.475_[0.01540297 0.01540297] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6080000000,-8.4750000000
10.615 -9.816_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6150000000,-9.8160000000
10.620 -20.598_[0.00936005 0.00936005] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6200000000,-20.5980000000
10.624 -9.945_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6240000000,-9.9450000000
10.626 -9.359_[0.0169036 0.0169036] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6260000000,-9.3590000000
10.628 -20.194_[0.01229252 0.01229252] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6280000000,-20.1940000000
10.628 -20.790_[0.0108076 0.0108076] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6280000000,-20.7900000000
10.631 -20.583_[0.01014909 0.01014909] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6310000000,-20.5830000000
10.631 -20.673_[0.01234671 0.01234671] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6310000000,-20.6730000000
10.634 -8.263_[0.02620352 0.02620352] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6340000000,-8.2630000000
10.634 -8.339_[0.0165792 0.0165792] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6340000000,-8.3390000000
10.636 -20.748_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6360000000,-20.7480000000
10.638 -21.112_[0.01069421 0.01069421] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6380000000,-21.1120000000
10.641 -9.908_[0.03280239 0.03280239] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6410000000,-9.9080000000
10.642 -8.726_[0.01226336 0.01226336] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6420000000,-8.7260000000
10.642 -9.722_[0.02451295 0.02451295] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6420000000,-9.7220000000
10.650 -9.853_[0.01843035 0.01843035] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6500000000,-9.8530000000
10.655 -9.920_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6550000000,-9.9200000000
10.656 -20.639_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6560000000,-20.6390000000
10.660 -20.780_[0.0103092 0.0103092] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6600000000,-20.7800000000
10.660 -9.832_[0.01183032 0.01183032] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6600000000,-9.8320000000
10.670 -9.515_[0.04159221 0.04159221] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6700000000,-9.5150000000
10.671 -20.016_[0.00918693 0.00918693] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6710000000,-20.0160000000
10.671 -20.795_[0.02020593 0.02020593] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6710000000,-20.7950000000
10.674 -21.233_[0.04093191 0.04093191] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6740000000,-21.2330000000
10.677 -20.378_[0.00993611 0.00993611] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6770000000,-20.3780000000
10.677 -20.578_[0.0168941 0.0168941] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6770000000,-20.5780000000
10.682 -21.011_[0.08330218 0.08330218] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.6820000000,-21.0110000000
10.685 -10.055_[0.01427607 0.01427607] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6850000000,-10.0550000000
10.693 -10.051_[0.02331825 0.02331825] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.6930000000,-10.0510000000
10.708 -20.286_[0.01187339 0.01187339] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7080000000,-20.2860000000
10.719 -9.552_[0.01990354 0.01990354] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.7190000000,-9.5520000000
10.720 -9.607_[0.02359593 0.02359593] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.7200000000,-9.6070000000
10.729 -9.956_[0.00905519 0.00905519] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.7290000000,-9.9560000000
10.741 -20.904_[0.0212331 0.0212331] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7410000000,-20.9040000000
10.744 -20.580_[0.03998013 0.03998013] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7440000000,-20.5800000000
10.745 -9.230_[0.03608848 0.03608848] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.7450000000,-9.2300000000
10.748 -9.529_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.7480000000,-9.5290000000
10.761 -20.747_[0.0100659 0.0100659] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7610000000,-20.7470000000
10.761 -9.364_[0.01046423 0.01046423] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.7610000000,-9.3640000000
10.763 -20.621_[0.01064705 0.01064705] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7630000000,-20.6210000000
10.779 -20.254_[0.02049584 0.02049584] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7790000000,-20.2540000000
10.787 -20.612_[0.01128169 0.01128169] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7870000000,-20.6120000000
10.798 -20.533_[0.03936485 0.03936485] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.7980000000,-20.5330000000
10.808 -20.572_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8080000000,-20.5720000000
10.814 -20.547_[0.02213249 0.02213249] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8140000000,-20.5470000000
10.818 -8.952_[0.05637965 0.05637965] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8180000000,-8.9520000000
10.833 -20.668_[0.01823225 0.01823225] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8330000000,-20.6680000000
10.838 -9.297_[0.01105061 0.01105061] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8380000000,-9.2970000000
10.840 -9.593_[0.01674358 0.01674358] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8400000000,-9.5930000000
10.848 -20.320_[0.01085814 0.01085814] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8480000000,-20.3200000000
10.853 -20.628_[0.01493984 0.01493984] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8530000000,-20.6280000000
10.860 -10.332_[0.01178753 0.01178753] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8600000000,-10.3320000000
10.860 -20.596_[0.01262042 0.01262042] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8600000000,-20.5960000000
10.867 -8.964_[0.01762741 0.01762741] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8670000000,-8.9640000000
10.872 -10.177_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8720000000,-10.1770000000
10.872 -20.326_[0.03538708 0.03538708] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8720000000,-20.3260000000
10.877 -8.954_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8770000000,-8.9540000000
10.880 -20.283_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8800000000,-20.2830000000
10.882 -10.162_[0.00991048 0.00991048] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8820000000,-10.1620000000
10.883 -20.600_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8830000000,-20.6000000000
10.887 -21.045_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.8870000000,-21.0450000000
10.896 -8.610_[0.01358264 0.01358264] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.8960000000,-8.6100000000
10.902 -19.619_[0.0142862 0.0142862] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9020000000,-19.6190000000
10.902 -20.701_[0.03651678 0.03651678] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9020000000,-20.7010000000
10.907 -9.151_[0.01466507 0.01466507] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.9070000000,-9.1510000000
10.916 -21.210_[0.02496289 0.02496289] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9160000000,-21.2100000000
10.918 -10.218_[0.009 0.009] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.9180000000,-10.2180000000
10.925 -10.358_[0.01017843 0.01017843] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.9250000000,-10.3580000000
10.941 -20.499_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9410000000,-20.4990000000
10.954 -20.330_[0.00902054 0.00902054] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9540000000,-20.3300000000
10.957 -21.312_[0.01121738 0.01121738] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9570000000,-21.3120000000
10.971 -20.458_[0.00998982 0.00998982] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9710000000,-20.4580000000
10.971 -9.244_[0.01475073 0.01475073] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.9710000000,-9.2440000000
10.972 -19.590_[0.01112876 0.01112876] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9720000000,-19.5900000000
10.980 -20.279_[0.00909882 0.00909882] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9800000000,-20.2790000000
10.981 -20.416_[0.0109492 0.0109492] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9810000000,-20.4160000000
10.982 -9.252_[0.01647114 0.01647114] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.9820000000,-9.2520000000
10.988 -20.617_[0.01197239 0.01197239] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,10.9880000000,-20.6170000000
10.993 -9.372_[0.0126108 0.0126108] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,10.9930000000,-9.3720000000
100.001 -54.222_[0.01061721 0.01061721] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.0010000000,-54.2220000000
100.013 -54.305_[0.01088753 0.01088753] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.0130000000,-54.3050000000
100.023 -54.100_[0.0118768 0.0118768] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.0230000000,-54.1000000000
100.031 -47.924_[0.01592339 0.01592339] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.0310000000,-47.9240000000
100.041 -54.872_[0.01386721 0.01386721] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.0410000000,-54.8720000000
100.049 -48.515_[0.01617757 0.01617757] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.0490000000,-48.5150000000
100.051 -48.324_[0.01918269 0.01918269] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.0510000000,-48.3240000000
100.051 -48.661_[0.01871542 0.01871542] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.0510000000,-48.6610000000
100.056 -47.694_[0.01094088 0.01094088] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.0560000000,-47.6940000000
100.094 -53.969_[0.01340546 0.01340546] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.0940000000,-53.9690000000
100.096 -49.299_[0.009 0.009] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.0960000000,-49.2990000000
100.101 -48.312_[0.00998219 0.00998219] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1010000000,-48.3120000000
100.102 -47.787_[0.02641287 0.02641287] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1020000000,-47.7870000000
100.107 -54.144_[0.01146301 0.01146301] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.1070000000,-54.1440000000
100.108 -48.364_[0.0107284 0.0107284] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1080000000,-48.3640000000
100.118 -48.487_[0.01203618 0.01203618] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1180000000,-48.4870000000
100.139 -47.825_[0.01418889 0.01418889] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1390000000,-47.8250000000
100.156 -48.508_[0.01473595 0.01473595] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1560000000,-48.5080000000
100.156 -53.807_[0.0145551 0.0145551] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.1560000000,-53.8070000000
100.181 -54.034_[0.01564699 0.01564699] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.1810000000,-54.0340000000
100.189 -48.711_[0.01518874 0.01518874] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1890000000,-48.7110000000
100.197 -48.431_[0.01920546 0.01920546] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.1970000000,-48.4310000000
100.231 -48.487_[0.01337419 0.01337419] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.2310000000,-48.4870000000
100.232 -48.230_[0.15817555 0.15817555] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.2320000000,-48.2300000000
100.294 -48.230_[0.009 0.009] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.2940000000,-48.2300000000
100.318 -47.984_[0.01030262 0.01030262] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.3180000000,-47.9840000000
100.318 -54.924_[0.02804212 0.02804212] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3180000000,-54.9240000000
100.319 -54.133_[0.01071209 0.01071209] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3190000000,-54.1330000000
100.325 -53.938_[0.01489233 0.01489233] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3250000000,-53.9380000000
100.330 -54.658_[0.01005365 0.01005365] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3300000000,-54.6580000000
100.355 -53.417_[0.01960847 0.01960847] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3550000000,-53.4170000000
100.362 -54.245_[0.05968031 0.05968031] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3620000000,-54.2450000000
100.373 -48.635_[0.02948079 0.02948079] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.3730000000,-48.6350000000
100.375 -53.592_[0.01157704 0.01157704] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3750000000,-53.5920000000
100.375 -53.861_[0.0104725 0.0104725] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.3750000000,-53.8610000000
100.407 -54.620_[0.009 0.009] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4070000000,-54.6200000000
100.410 -54.306_[0.01194862 0.01194862] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4100000000,-54.3060000000
100.418 -54.232_[0.02299505 0.02299505] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4180000000,-54.2320000000
100.423 -54.156_[0.00985194 0.00985194] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4230000000,-54.1560000000
100.441 -53.984_[0.0136096 0.0136096] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4410000000,-53.9840000000
100.454 -54.420_[0.011968 0.011968] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4540000000,-54.4200000000
100.455 -48.475_[0.01537735 0.01537735] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.4550000000,-48.4750000000
100.466 -53.382_[0.02249512 0.02249512] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4660000000,-53.3820000000
100.489 -53.830_[0.00976746 0.00976746] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4890000000,-53.8300000000
100.492 -55.050_[0.00963187 0.00963187] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4920000000,-55.0500000000
100.497 -54.169_[0.01712907 0.01712907] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.4970000000,-54.1690000000
100.504 -53.290_[0.01644035 0.01644035] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5040000000,-53.2900000000
100.513 -54.030_[0.01179692 0.01179692] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5130000000,-54.0300000000
100.514 -48.699_[0.02010512 0.02010512] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.5140000000,-48.6990000000
100.516 -54.656_[0.01429801 0.01429801] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5160000000,-54.6560000000
100.528 -49.465_[0.01480995 0.01480995] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.5280000000,-49.4650000000
100.528 -54.071_[0.009 0.009] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5280000000,-54.0710000000
100.533 -53.414_[0.01617991 0.01617991] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5330000000,-53.4140000000
100.536 -48.587_[0.02329957 0.02329957] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.5360000000,-48.5870000000
100.537 -54.803_[0.009 0.009] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5370000000,-54.8030000000
100.543 -54.627_[0.01035738 0.01035738] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5430000000,-54.6270000000
100.546 -49.225_[0.01781216 0.01781216] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.5460000000,-49.2250000000
100.565 -55.095_[0.00915292 0.00915292] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5650000000,-55.0950000000
100.572 -54.256_[0.01105751 0.01105751] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5720000000,-54.2560000000
100.591 -53.813_[0.009 0.009] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5910000000,-53.8130000000
100.598 -54.183_[0.00991187 0.00991187] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.5980000000,-54.1830000000
100.619 -54.880_[0.00938096 0.00938096] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.6190000000,-54.8800000000
100.625 -48.000_[0.009 0.009] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.6250000000,-48.0000000000
100.631 -54.596_[0.02274009 0.02274009] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.6310000000,-54.5960000000
100.639 -54.596_[0.08700446 0.08700446] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.6390000000,-54.5960000000
100.641 -48.817_[0.01303566 0.01303566] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.6410000000,-48.8170000000
100.669 -54.210_[0.02960534 0.02960534] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.6690000000,-54.2100000000
100.681 -54.120_[0.00954141 0.00954141] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.6810000000,-54.1200000000
100.707 -54.262_[0.009 0.009] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.7070000000,-54.2620000000
100.709 -54.127_[0.01370674 0.01370674] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.7090000000,-54.1270000000
100.713 -54.779_[0.01025512 0.01025512] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.7130000000,-54.7790000000
100.779 -53.168_[0.01939975 0.01939975] deg_(J0638.7-5358.Fix.1pln-forPyBDSF.FITS).fits.png,100.7790000000,-53.1680000000
100.802 -47.736_[0.009 0.009] deg_(J0637.3-4828.Fix.1pln-forPyBDSF.FITS).fits.png,100.8020000000,-47.7360000000
100.830 -54.103_[0.01243544 0.01243544] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.8300000000,-54.1030000000
100.900 -54.210_[0.00990871 0.00990871] deg_(J0645.4-5413.Fix.1pln-forPyBDSF.FITS).fits.png,100.9000000000,-54.2100000000
