filename,RA,Dec,label1,label2,label3,distance,source_type
106.917 -60.597_[0.01545832 0.01545832] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,106.9170741000,-60.5967414300,FR I,,,0.0002611166,typical
106.945 -60.578_[0.01047488 0.01047488] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,106.9451290000,-60.5778407000,Bent,,,0.0001714428,typical
107.249 -60.317_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.2490422000,-60.3170467400,Point Source,,,0.0000511980,typical
107.386 -60.121_[0.00994922 0.00994922] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.3859630000,-60.1205732800,FR II,,,0.0004271181,typical
107.544 -61.164_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.5443997000,-61.1641021400,Point Source,,,0.0002181638,typical
107.558 -60.312_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.5577148000,-60.3118564300,FR I,,,0.0002014074,typical
107.586 -60.539_[0.01737807 0.01737807] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.5856223000,-60.5386690400,FR II,,,0.0003795310,typical
107.604 -60.918_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.6044516000,-60.9184125000,Bent,,,0.0004672662,typical
107.635 -60.715_[0.01328173 0.01328173] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.6350278000,-60.7150318000,FR II,,,0.0000345857,typical
107.652 -60.794_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.6517896000,-60.7942631600,Bent,,,0.0002824752,typical
107.789 -60.142_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.7889039000,-60.1424585600,Point Source,,,0.0004610488,typical
107.819 -60.427_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.8192761000,-60.4271770600,FR II,,,0.0002234230,typical
107.853 -60.038_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.8530908000,-60.0379610200,Point Source,,,0.0000597946,typical
107.881 -60.667_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.8813670000,-60.6669419200,Point Source,,,0.0001889388,typical
107.899 -60.639_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,107.8991222000,-60.6385858100,Point Source,,,0.0004185015,typical
108.038 -60.318_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.0378616000,-60.3178216000,Point Source,,,0.0001911118,typical
108.108 -60.171_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.1082971000,-60.1706056500,Point Source,,,0.0004211312,typical
108.248 -60.734_[0.01279234 0.01279234] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.2483946000,-60.7335292400,FR I,,,0.0005087524,typical
108.466 -59.879_[0.01505622 0.01505622] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.4657601000,-59.8793120900,FR II,,,0.0003345039,typical
108.511 -60.631_[0.01219756 0.01219756] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.5114580000,-60.6311408900,FR II,,,0.0002651459,typical
108.543 -60.217_[0.0123596 0.0123596] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.5434265000,-60.2171247600,FR I,,,0.0002458557,typical
108.605 -59.596_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.6053605000,-59.5958944300,Point Source,,,0.0002107870,typical
108.610 -60.054_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.6096113000,-60.0535720200,Point Source,,,0.0004699107,typical
108.757 -60.284_[0.01570756 0.01570756] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.7568334000,-60.2843719100,FR II,,,0.0003809687,typical
108.761 -59.959_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.7927486000,-60.0000758700,FR I,,,0.0440401203,typical
108.767 -60.929_[0.01286941 0.01286941] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.7668281000,-60.9294434100,FR II,,,0.0004512071,typical
108.793 -60.000_[0.01066372 0.01066372] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.7927486000,-60.0000758700,FR I,,,0.0001468218,typical
108.881 -60.371_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,108.8811803000,-60.3714134100,Point Source,,,0.0004229102,typical
109.270 -60.399_[0.009 0.009] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,109.2696674000,-60.3994353800,Bent,,,0.0004653450,typical
109.391 -60.500_[0.04090258 0.04090258] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,109.3906063000,-60.5001012000,FR II,,,0.0002186894,typical
109.695 -61.131_[0.0146653 0.0146653] deg_(J0712.0-6030.Fix.1pln-forPyBDSF.FITS).fits.png,109.6952046000,-61.1309624000,FR I,,,0.0001056957,typical
11.047 -19.534_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.0469066500,-19.5336110700,Bent,,,0.0003987562,typical
11.078 -8.998_[0.0388179 0.0388179] deg_(Abell_85_1pln-forPyBDSF.FITS).fits.png,11.0782948200,-8.9978384820,Bent,,,0.0003329881,typical
11.110 -20.588_[0.01354861 0.01354861] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.1097232600,-20.5882126200,FR II,,,0.0003351461,typical
11.157 -20.571_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.1573317300,-20.5711768700,Point Source,,,0.0003574101,typical
11.181 -20.911_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.1812050300,-20.9108630300,Point Source,,,0.0002354620,typical
11.234 -21.561_[0.01859676 0.01859676] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.2338038200,-21.5611606600,FR II,,,0.0002431052,typical
11.259 -20.404_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.2588903000,-20.4036712000,FR I,,,0.0003445006,typical
11.283 -21.418_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.2834819800,-21.4176724000,FR I,,,0.0005555613,typical
11.284 -20.834_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.2839153000,-20.8342232600,Point Source,,,0.0002368787,typical
11.463 -20.686_[0.01146356 0.01146356] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.4631722900,-20.6861244300,FR II,,,0.0002036246,typical
11.560 -20.089_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.5600635000,-20.0887525400,Point Source,,,0.0002545434,typical
11.816 -21.026_[0.0167798 0.0167798] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.8437584600,-21.0240644000,Point Source,,,0.0259826039,typical
11.844 -21.024_[0.009 0.009] deg_(Abell_2813_1pln-forPyBDSF.FITS).fits.png,11.8437584600,-21.0240644000,Point Source,,,0.0002344786,typical
114.789 -54.420_[0.02532228 0.02532228] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,114.7893676000,-54.4199780200,FR II,,,0.0002150120,typical
114.841 -54.137_[0.01565073 0.01565073] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,114.8414918000,-54.1371495900,FR II,,,0.0003246395,typical
115.103 -53.545_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.1028504000,-53.5449838400,Point Source,,,0.0000903549,typical
115.372 -54.399_[0.01103698 0.01103698] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.3717128000,-54.3990862400,FR II,,,0.0001881249,typical
115.409 -53.916_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.4085916000,-53.9161914600,Point Source,,,0.0003074320,typical
115.414 -53.742_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.4135063000,-53.7415088600,Point Source,,,0.0005713800,typical
115.456 -54.048_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.4561353000,-54.0476501300,FR II,,,0.0003587739,typical
115.501 -54.079_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.5008625000,-54.0786278100,FR II,,,0.0003808309,typical
115.502 -53.826_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.4135063000,-53.7415088600,Point Source,,,0.0993603722,typical
115.545 -54.921_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.5451307000,-54.9210705900,Bent,,,0.0001030770,typical
115.649 -54.777_[0.01583389 0.01583389] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.6492571000,-54.7770589500,Bent,,,0.0001595712,typical
115.679 -53.955_[0.01615299 0.01615299] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.6791167000,-53.9548541300,Bent,,,0.0001612254,typical
115.712 -53.830_[0.02165396 0.02165396] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.7116544000,-53.8297902700,FR II,,,0.0002925567,typical
115.741 -53.727_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.7412293000,-53.7267833400,Point Source,,,0.0002556279,typical
115.872 -53.850_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.8723387000,-53.8496595300,FR I,Bent,,0.0003947648,typical
115.913 -53.406_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,115.9129350000,-53.4058768600,Point Source,,,0.0001290922,typical
116.052 -54.115_[0.01013859 0.01013859] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.0519172000,-54.1145241900,FR II,,,0.0004782794,typical
116.165 -53.895_[0.00940912 0.00940912] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.1645760000,-53.8946581500,FR II,,,0.0004234218,typical
116.183 -54.283_[0.03375547 0.03375547] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.1825315000,-54.2828858700,Bent,,,0.0002963591,typical
116.257 -54.409_[0.01257006 0.01257006] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.1825315000,-54.2828858700,Bent,,,0.1333751485,typical
116.285 -54.082_[0.02098191 0.02098191] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.2848534000,-54.0817001200,FR II,,,0.0003119675,typical
116.331 -54.186_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.3308892000,-54.1860908800,FR II,,,0.0001116356,typical
116.381 -53.570_[0.01160525 0.01160525] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.3807892000,-53.5700312300,FR II,,,0.0001290159,typical
116.410 -53.759_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.4096290000,-53.7588204900,Bent,,,0.0002834246,typical
116.592 -54.097_[0.00903831 0.00903831] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.5924592000,-54.0973743200,FR II,,,0.0004611152,typical
116.606 -54.471_[0.01173873 0.01173873] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.6057267000,-54.4706076000,FR II,,,0.0004233219,typical
116.750 -54.120_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.7502324000,-54.1195790500,Point Source,,,0.0004424377,typical
116.809 -75.175_[0.009 0.009] deg_(J0738.1-7506.Fix.1pln-forPyBDSF.FITS).fits.png,116.8086780000,-75.1751275800,Point Source,,,0.0001518709,typical
116.884 -54.392_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.8841841000,-54.3920729400,Point Source,,,0.0001296556,typical
116.908 -54.657_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,116.9083376000,-54.6565896400,Point Source,,,0.0004544611,typical
116.959 -75.716_[0.009 0.009] deg_(J0738.1-7506.Fix.1pln-forPyBDSF.FITS).fits.png,116.9589186000,-75.7162676600,Point Source,,,0.0002684124,typical
117.098 -54.363_[0.00914145 0.00914145] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.0982962000,-54.3629011700,FR II,,,0.0001988725,typical
117.141 -54.325_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.1411757000,-54.3254770300,Point Source,,,0.0004879105,typical
117.328 -54.659_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.3275610000,-54.6591761400,Point Source,,,0.0003090448,typical
117.408 -53.846_[0.0195014 0.0195014] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.4080634000,-53.8457821800,FR II,,,0.0002210070,typical
117.410 -54.369_[0.00958813 0.00958813] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.4101696000,-54.3687709300,FR I,,,0.0002494685,typical
117.426 -54.255_[0.01531115 0.01531115] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.4256539000,-54.2545659100,FR I,,,0.0004788658,typical
117.513 -53.623_[0.009 0.009] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.5911651000,-53.7656534000,typical,,,0.1499730531,typical
117.591 -53.766_[0.0467355 0.0467355] deg_(J0745.1-5404.Fix.1pln-forPyBDSF.FITS).fits.png,117.5911651000,-53.7656534000,typical,,,0.0003600759,typical
117.884 -53.524_[0.02058304 0.02058304] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,117.8840777000,-53.5237015000,FR II,,,0.0003020525,typical
118.209 -75.162_[0.01725656 0.01725656] deg_(J0738.1-7506.Fix.1pln-forPyBDSF.FITS).fits.png,118.2093029000,-75.1616763600,FR II,,,0.0003328075,typical
118.400 -53.514_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.3998401000,-53.5141417600,Point Source,,,0.0001706928,typical
118.723 -52.984_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.7233186000,-52.9836427500,FR I,,,0.0004054850,typical
118.771 -53.550_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.7835144000,-53.6686184100,Point Source,,,0.1188505465,typical
118.784 -53.669_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.7835144000,-53.6686184100,Point Source,,,0.0004778906,typical
118.803 -53.739_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.8032485000,-53.7387941900,Bent,,,0.0002529044,typical
118.803 -54.203_[0.02135315 0.02135315] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.8028847000,-54.2025627300,Bent,,,0.0004424401,typical
118.822 -53.914_[0.02690215 0.02690215] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.8223099000,-53.9138031700,Bent,,,0.0002684395,typical
118.918 -53.116_[0.01606949 0.01606949] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.9179858000,-53.1156842400,FR I,,,0.0003158732,typical
118.995 -53.213_[0.00914719 0.00914719] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,118.9954532000,-53.2132914000,FR II,,,0.0003982065,typical
119.008 -52.983_[0.0093659 0.0093659] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.0077712000,-52.9831521900,FR II,,,0.0002052718,typical
119.150 -52.727_[0.01174008 0.01174008] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.1503437000,-52.7274044500,FR I,,,0.0004548683,typical
119.172 -53.316_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.1715916000,-53.3159549200,Point Source,,,0.0002481090,typical
119.255 -53.662_[0.00991465 0.00991465] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.2547718000,-53.6616343100,FR II,,,0.0003898895,typical
119.418 -53.397_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.4176075000,-53.3967113300,FR II,,,0.0003716221,typical
119.530 -53.592_[0.01230863 0.01230863] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.5303330000,-53.5917934000,FR II,,,0.0002859148,typical
119.617 -53.886_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.6169713000,-53.8860833900,Point Source,,,0.0000850866,typical
119.632 -52.429_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.6319692000,-52.4286291700,FR I,,,0.0003713042,typical
119.652 -52.948_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.6523566000,-52.9482012800,FR II,,,0.0002944145,typical
119.677 -52.802_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.8171760000,-52.8539960500,Bent,,,0.0993828353,typical
119.782 -53.250_[0.00980931 0.00980931] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.7819197000,-53.2498584500,FR I,Bent,,0.0001494811,typical
119.794 -53.232_[0.0134086 0.0134086] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.7943488000,-53.2316147100,Bent,,,0.0004382221,typical
119.814 -53.806_[0.0472327 0.0472327] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.8143919000,-53.8058287000,typical,,,0.0002879256,typical
119.817 -52.854_[0.02803978 0.02803978] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.8171760000,-52.8539960500,Bent,,,0.0001063488,typical
119.887 -53.298_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.8868945000,-53.2980248300,Bent,,,0.0000677662,typical
119.928 -53.669_[0.009 0.009] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.9275647000,-53.6691059500,FR II,,,0.0002788091,typical
119.976 -53.614_[0.00901096 0.00901096] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,119.9762515000,-53.6137147400,Bent,,,0.0003219191,typical
120.242 -53.025_[0.0167878 0.0167878] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,120.2417111000,-53.0253653700,Bent,,,0.0004045851,typical
120.319 -53.754_[0.01177732 0.01177732] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,120.3188673000,-53.7539369800,FR I,,,0.0001006367,typical
120.350 -53.894_[0.01665765 0.01665765] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,120.3498712000,-53.8938456100,FR II,,,0.0001720391,typical
120.534 -53.213_[0.01053518 0.01053518] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,120.5338688000,-53.2128105400,FR I,Bent,,0.0002051048,typical
120.784 -53.388_[0.01079641 0.01079641] deg_(J0757.7-5315.Fix.1pln-forPyBDSF.FITS).fits.png,120.7838322000,-53.3875381400,FR I,,,0.0004725774,typical
121.263 -57.823_[0.01685135 0.01685135] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,121.2625382000,-57.8229752800,FR II,,,0.0002471642,typical
121.368 -57.577_[0.01153055 0.01153055] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,121.2625382000,-57.8229752800,FR II,,,0.2523480627,typical
121.487 -57.330_[0.01146534 0.01146534] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,121.4867056000,-57.3301747100,FR I,,,0.0002361745,typical
121.593 -56.841_[0.0091523 0.0091523] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,121.5927662000,-56.8413120000,Bent,,,0.0003371898,typical
122.281 -57.512_[0.01034079 0.01034079] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.2813366000,-57.5118941300,Bent,,,0.0002095123,typical
122.295 -57.447_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.2945323000,-57.4465622800,Point Source,,,0.0005049088,typical
122.455 -57.386_[0.01339415 0.01339415] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.2945323000,-57.4465622800,Point Source,,,0.1055256343,typical
122.473 -57.794_[0.03245864 0.03245864] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.9465445000,-57.7054427900,Point Source,,,0.2677598588,typical
122.547 -58.223_[0.0106462 0.0106462] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.5471871000,-58.2232377400,FR I,Bent,,0.0002573473,typical
122.576 -57.495_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.5759888000,-57.4948094900,Point Source,,,0.0001906039,typical
122.633 -57.104_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.6329142000,-57.1036205500,Bent,,,0.0003823000,typical
122.667 -56.992_[0.01771705 0.01771705] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.6671107000,-56.9917903200,Bent,,,0.0002181788,typical
122.691 -56.331_[0.00984601 0.00984601] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.6905749000,-56.3306583400,Point Source,,,0.0004150587,typical
122.763 -57.360_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.7625074000,-57.3603584800,FR II,,,0.0004462027,typical
122.793 -56.877_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.7933971000,-56.8768209500,FR I,,,0.0002813259,typical
122.835 -57.373_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.8345340000,-57.3727354100,Point Source,,,0.0003648781,typical
122.837 -57.042_[0.01591334 0.01591334] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.8367180000,-57.0421896700,Bent,,,0.0002439493,typical
122.924 -58.017_[0.0101514 0.0101514] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.9238169000,-58.0170268400,FR I,,,0.0001006295,typical
122.947 -57.705_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.9465445000,-57.7054427900,Point Source,,,0.0005052609,typical
122.964 -57.261_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.9636789000,-57.2608214500,Point Source,,,0.0002490708,typical
122.996 -57.738_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,122.9963870000,-57.7384743100,FR I,Bent,,0.0005173432,typical
123.010 -57.213_[0.01102427 0.01102427] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.0102221000,-57.2129693900,FR II,,,0.0001241059,typical
123.015 -56.280_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.0145416000,-56.2800042000,Point Source,,,0.0002545076,typical
123.052 -57.819_[0.00901315 0.00901315] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.0515716000,-57.8185635300,FR I,,,0.0004925097,typical
123.061 -57.075_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.0610197000,-57.0745757100,Point Source,,,0.0004244243,typical
123.069 -57.003_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.0687200000,-57.0033794100,Point Source,,,0.0004089068,typical
123.077 -57.056_[0.01261697 0.01261697] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.0610197000,-57.0745757100,Point Source,,,0.0205071238,typical
123.118 -57.735_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.1178479000,-57.7348164500,Point Source,,,0.0002007076,typical
123.140 -57.022_[0.01986529 0.01986529] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.1399942000,-57.0223277200,Bent,,,0.0003277346,typical
123.162 -56.974_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.1624334000,-56.9742824200,FR I,Bent,,0.0003681804,typical
123.174 -56.614_[0.01839622 0.01839622] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.1736544000,-56.6140442700,Bent,,,0.0001952586,typical
123.192 -56.975_[0.009 0.009] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.1915553000,-56.9754893100,FR II,,,0.0005460435,typical
123.238 -56.789_[0.00902952 0.00902952] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.2380806000,-56.7893443500,FR I,Bent,,0.0003471679,typical
123.265 -57.057_[0.02519372 0.02519372] deg_(J0812.5-5714.Fix.1pln-forPyBDSF.FITS).fits.png,123.2646165000,-57.0574514100,Bent,,,0.0004972555,typical
